City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
258,selfoss,63.9331,-20.9971,-3.3100000000000023,96,97,3.17,IS,1703808266
259,ocos,14.5094,-92.1933,28.100000000000023,74,46,3.91,GT,1703808267
260,castillos,-34.1667,-53.8333,24.360000000000014,66,96,2.76,UY,1703808268
261,suntar,62.1444,117.6319,-38.639999999999986,100,99,0.89,RU,1703808269
262,labrador city,52.9463,-66.9114,-13.049999999999955,85,75,1.54,CA,1703808011
263,utrik,11.2278,169.8474,27.379999999999995,77,95,8.0,MH,1703808271
264,ust-nera,64.5667,143.2,-35.369999999999976,99,100,1.35,RU,1703808272
265,skeldon,5.8833,-57.1333,24.960000000000036,93,97,2.39,GY,1703808274
266,santa maria del oro,25.9333,-105.3667,14.100000000000023,24,62,4.24,MX,1703808275
267,zdunska wola,51.5992,18.9397,4.07000000000005,100,98,4.98,PL,1703808276
268,sinabang,2.4803,96.3801,26.200000000000045,85,94,0.87,ID,1703808277
269,mandalgovi,45.7625,106.2708,-11.359999999999957,87,100,1.73,MN,1703808278
270,santana,-0.0583,-51.1817,30.100000000000023,79,40,4.63,BR,1703808279
271,naze,28.3667,129.4833,17.420000000000016,75,96,4.02,JP,1703808280
272,altai,46.3722,96.2583,-14.859999999999957,94,79,4.28,MN,1703808281
273,kapa'a,22.0752,-159.319,26.99000000000001,90,100,4.63,US,1703808282
274,sucua,-2.4667,-78.1667,21.410000000000025,100,75,1.03,EC,1703808010
275,lugus,5.7036,120.8203,27.420000000000016,80,34,1.43,PH,1703808283
276,hithadhoo,-0.6,73.0833,27.80000000000001,78,99,2.45,MV,1703808284
277,new norfolk,-42.7826,147.0587,17.180000000000007,50,61,3.05,AU,1703808285
278,okhotsk,59.3833,143.3,-26.24999999999997,81,78,5.59,RU,1703808286
279,luderitz,-26.6481,15.1594,15.390000000000043,93,3,2.66,,1703808287
280,el bauga,18.262,33.9081,15.910000000000025,40,0,5.52,SD,1703808289
281,guadalupe y calvo,26.1,-106.9667,7.510000000000048,44,32,1.66,MX,1703808289
282,namtsy,62.7161,129.6658,-48.579999999999984,100,85,0.41,RU,1703808290
283,curillo,1.0333,-75.9191,22.340000000000032,99,91,1.29,CO,1703808291
284,soritor,-6.1392,-77.1039,20.390000000000043,96,87,0.22,PE,1703808292
285,bushehr,28.9684,50.8385,19.05000000000001,72,75,3.09,IR,1703808293
286,tomatlan,19.9333,-105.25,24.060000000000002,60,28,2.65,MX,1703808294
287,levuka,50.1834,-105.4011,2.900000000000034,56,19,4.87,CA,1703808296
288,lycksele,64.5954,18.6735,-15.069999999999993,85,100,0.0,SE,1703808297
289,saint-francois,46.4154,3.9054,6.689999999999998,99,100,1.03,FR,1703808298
290,west lafayette,40.4259,-86.9081,2.090000000000032,93,100,2.57,US,1703808008
291,kapuskasing,49.4169,-82.4331,-3.0,93,18,1.03,CA,1703808301
292,tutoia,-2.7619,-42.2744,27.30000000000001,84,99,5.22,BR,1703808303
293,mao,39.8885,4.2658,15.310000000000002,88,100,2.57,ES,1703808304
294,gondar,12.6,37.4667,13.090000000000032,67,43,1.75,ET,1703808308
295,charters towers,-20.1,146.2667,32.31,44,0,4.37,AU,1703808309
296,carnarvon,-24.8667,113.6333,23.24000000000001,65,0,4.7,AU,1703808310
297,paradip garh,20.3167,86.6167,18.629999999999995,77,2,3.21,IN,1703808312
298,i-n-salah,27.1935,2.4607,15.220000000000027,30,0,7.2,DZ,1703808313
299,qui nhon,13.7667,109.2333,23.120000000000005,91,57,4.8,VN,1703808314
300,yeniseysk,58.4497,92.1703,-4.479999999999961,96,100,1.65,RU,1703808316
301,dakhla,23.6848,-15.958,19.860000000000014,52,62,4.64,EH,1703808317
302,flying fish cove,-10.4217,105.6791,27.100000000000023,74,63,8.96,CX,1703808318
303,takoradi,4.8845,-1.7554,26.75,82,14,1.93,GH,1703808319
304,bayanhongor,46.7167,100.1167,-14.0,97,100,0.78,MN,1703808320
305,pyay,18.8167,95.2167,19.189999999999998,84,17,2.7,MM,1703808321
306,lagoa,39.05,-27.9833,15.870000000000005,73,46,4.41,PT,1703808322
307,fairfield glade,36.0004,-84.8863,3.670000000000016,70,100,2.57,US,1703808323
308,tegueste,28.5167,-16.3167,17.670000000000016,32,0,2.68,ES,1703808310
309,waddan,29.1614,16.139,11.310000000000002,61,13,4.12,LY,1703808325
310,ilebo,-4.3167,20.5833,21.970000000000027,97,100,0.16,CD,1703808326
311,la passe,45.5549,-0.8967,10.010000000000048,94,57,3.33,FR,1703808327
312,aver-o-mar,41.4078,-8.7812,12.910000000000025,91,100,7.8,PT,1703808329
313,popasna,48.6333,38.378,-0.8499999999999659,81,73,4.96,UA,1703808330
314,inari,68.906,27.0288,-10.889999999999986,97,100,0.25,FI,1703808331
315,kristiansund,63.1115,7.732,3.3600000000000136,56,75,5.14,NO,1703808332
316,lianzhou,24.7811,112.3825,13.629999999999995,81,3,0.9,CN,1703808333
317,tanout,14.9709,8.8879,15.04000000000002,27,1,4.76,NE,1703808334
318,touros,-5.1989,-35.4608,26.590000000000032,73,55,5.15,BR,1703808335
